n_qubits,n_gates,depth,ideal_0,ideal_1,ideal_2,ideal_3,ideal_4,ideal_5,ideal_6,ideal_7,ideal_8,ideal_9,ideal_10,ideal_11,ideal_12,ideal_13,ideal_14,ideal_15,low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9,low_10,low_11,low_12,low_13,low_14,low_15,moderate_0,moderate_1,moderate_2,moderate_3,moderate_4,moderate_5,moderate_6,moderate_7,moderate_8,moderate_9,moderate_10,moderate_11,moderate_12,moderate_13,moderate_14,moderate_15,high_0,high_1,high_2,high_3,high_4,high_5,high_6,high_7,high_8,high_9,high_10,high_11,high_12,high_13,high_14,high_15
2,8,5,0.4552,0.4592,0.0422,0.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4361,0.3954,0.0882,0.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143,0.3429,0.1263,0.1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3901,0.3195,0.1625,0.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,8,0.9395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.1391,0.0691,0.1258,0.0588,0.0757,0.0561,0.0663,0.0521,0.0643,0.0435,0.0568,0.0361,0.0449,0.0351,0.0436,0.0327,0.1361,0.0766,0.1225,0.0635,0.0829,0.0521,0.0626,0.046,0.071,0.0406,0.0657,0.038,0.0465,0.0272,0.04,0.0287,0.1424,0.0769,0.1106,0.0619,0.0808,0.0491,0.0668,0.0402,0.08,0.0464,0.0646,0.0405,0.0487,0.0279,0.0384,0.0248
4,12,5,0.2403,0.2548,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.2517,0.0,0.0,0.0,0.0,0.0,0.0,0.1447,0.0752,0.1012,0.0573,0.067,0.0435,0.0473,0.0313,0.0889,0.0577,0.0811,0.0473,0.0503,0.0347,0.0436,0.0289,0.1412,0.0845,0.0949,0.0534,0.074,0.0464,0.0496,0.0292,0.0971,0.0622,0.0725,0.0416,0.0543,0.035,0.0392,0.0249,0.1423,0.0819,0.0836,0.0561,0.0807,0.0492,0.0489,0.03,0.0952,0.0591,0.0695,0.0428,0.0562,0.0376,0.0416,0.0253
4,24,7,0.0403,0.0332,0.076,0.0004,0.0068,0.0058,0.0142,0.0002,0.4941,0.038,0.0214,0.1446,0.0891,0.0068,0.0043,0.0248,0.0723,0.0608,0.0744,0.0615,0.0413,0.0352,0.0457,0.0334,0.1334,0.0758,0.0859,0.078,0.0677,0.0456,0.0499,0.0391,0.0815,0.0703,0.0777,0.0566,0.0516,0.0406,0.0441,0.0348,0.1104,0.0777,0.0826,0.0656,0.068,0.0474,0.0505,0.0406,0.1012,0.0656,0.0758,0.0506,0.0582,0.0427,0.0541,0.0369,0.105,0.0727,0.0807,0.056,0.0652,0.0469,0.0512,0.0372
3,13,7,0.2515,0.0186,0.1043,0.1246,0.2793,0.0548,0.0794,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.1233,0.1512,0.0981,0.137,0.1047,0.0943,0.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173,0.1408,0.1568,0.0938,0.1276,0.1007,0.0895,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2278,0.1437,0.1566,0.0922,0.1303,0.0932,0.0915,0.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,5,0.9592,0.039,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958,0.1526,0.1009,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0.1968,0.1618,0.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554,0.234,0.1937,0.1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,16,8,0.2177,0.0289,0.2076,0.021,0.1788,0.0823,0.1837,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.1125,0.1329,0.1056,0.1333,0.1215,0.1339,0.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1503,0.1245,0.1373,0.1058,0.1449,0.1181,0.1173,0.1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619,0.1309,0.1278,0.1106,0.1416,0.119,0.1157,0.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,28,8,0.0325,0.0377,0.1791,0.0722,0.029,0.0873,0.0729,0.0031,0.0052,0.0034,0.1138,0.0621,0.0292,0.0361,0.0115,0.2249,0.0862,0.0657,0.0892,0.0713,0.0572,0.0427,0.063,0.047,0.0753,0.0642,0.0777,0.0635,0.0534,0.0435,0.0531,0.047,0.096,0.0681,0.1031,0.068,0.0579,0.0411,0.063,0.0401,0.0831,0.066,0.079,0.0611,0.0506,0.0368,0.0485,0.0376,0.1107,0.0729,0.1022,0.0706,0.0628,0.0407,0.0645,0.0451,0.0835,0.0561,0.0818,0.0523,0.0464,0.0329,0.0477,0.0298
3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3753,0.0957,0.1447,0.0674,0.1541,0.0355,0.0819,0.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,0.1177,0.1631,0.093,0.1431,0.0753,0.1043,0.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.1203,0.1592,0.1034,0.1401,0.0856,0.109,0.0673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,13,8,0.0215,0.0003,0.3067,0.6715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1861,0.185,0.2654,0.3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597,0.2271,0.2612,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789,0.2412,0.2559,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,7,0.5027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666,0.0926,0.0892,0.0705,0.0579,0.0464,0.0346,0.0358,0.0923,0.0694,0.0666,0.0525,0.0356,0.0311,0.0312,0.0277,0.1465,0.0969,0.0879,0.0705,0.0746,0.0574,0.0487,0.0373,0.0762,0.065,0.0578,0.0461,0.0441,0.0401,0.0278,0.0231,0.1403,0.0977,0.0909,0.0662,0.0816,0.0629,0.0512,0.0421,0.0831,0.0637,0.0509,0.0352,0.0431,0.0394,0.0294,0.0223
2,8,6,0.0082,0.0261,0.0836,0.8821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931,0.1956,0.2079,0.4034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737,0.2275,0.245,0.2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3017,0.2505,0.2404,0.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,7,0.1129,0.1129,0.1135,0.1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444,0.246,0.0321,0.0283,0.0909,0.0643,0.0801,0.0563,0.0823,0.0633,0.0751,0.0556,0.0618,0.0531,0.0503,0.0498,0.0612,0.0574,0.0515,0.047,0.1044,0.0637,0.0922,0.0545,0.0941,0.0581,0.0773,0.048,0.0651,0.0561,0.0523,0.0442,0.0589,0.0462,0.0474,0.0375,0.1149,0.0653,0.1024,0.0514,0.0994,0.053,0.0744,0.044,0.0676,0.0521,0.0556,0.0432,0.053,0.0427,0.0461,0.0349
4,11,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.0743,0.073,0.0466,0.1264,0.0695,0.063,0.0467,0.063,0.0531,0.0382,0.0321,0.0518,0.0451,0.0358,0.0343,0.14,0.0812,0.0806,0.0477,0.1197,0.0678,0.0627,0.0386,0.0737,0.0516,0.0422,0.0298,0.0586,0.0437,0.0359,0.0262,0.1444,0.0809,0.0811,0.0495,0.1064,0.0663,0.0662,0.0383,0.0741,0.0523,0.0472,0.0274,0.0632,0.0425,0.0364,0.0238
4,10,3,0.0005,0.8187,0.0,0.0,0.1157,0.0002,0.0,0.0,0.0491,0.0078,0.0,0.0,0.0013,0.0067,0.0,0.0,0.1477,0.2773,0.0266,0.0473,0.1049,0.0778,0.0182,0.0107,0.0767,0.0852,0.0175,0.0258,0.0348,0.0312,0.0099,0.0084,0.142,0.1509,0.0474,0.0495,0.0995,0.0752,0.0306,0.0275,0.0825,0.0874,0.0312,0.0329,0.0584,0.0443,0.0234,0.0173,0.1201,0.1075,0.058,0.0506,0.0936,0.0723,0.0462,0.0337,0.0857,0.0707,0.0439,0.0394,0.067,0.0517,0.0323,0.0273
2,9,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327,0.1464,0.1364,0.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629,0.2069,0.199,0.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046,0.2245,0.225,0.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15,5,0.0331,0.7426,0.0005,0.0083,0.0096,0.2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.3461,0.0538,0.1621,0.0478,0.1692,0.0321,0.0937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292,0.2432,0.0948,0.1631,0.071,0.1444,0.0575,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.2062,0.114,0.1529,0.0871,0.1225,0.065,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,5,0.4998,0.0,0.0,0.0,0.5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1567,0.0776,0.076,0.0668,0.1018,0.0631,0.0692,0.0556,0.0749,0.0394,0.0389,0.0304,0.0521,0.0318,0.0366,0.0291,0.1535,0.0835,0.0732,0.0619,0.0976,0.0659,0.0546,0.0437,0.0875,0.0486,0.0422,0.0335,0.0582,0.0358,0.0337,0.0266,0.1503,0.0909,0.0808,0.0643,0.097,0.0638,0.0489,0.0445,0.0858,0.0495,0.0454,0.035,0.0555,0.0342,0.0289,0.0252
4,10,5,0.2538,0.7462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432,0.0961,0.0693,0.0592,0.0665,0.0551,0.0418,0.0332,0.0832,0.0796,0.0636,0.0469,0.0548,0.0412,0.0356,0.0307,0.1453,0.0951,0.0754,0.0523,0.0738,0.0526,0.0435,0.0293,0.0895,0.072,0.0656,0.0436,0.061,0.0415,0.0341,0.0254,0.1349,0.09,0.0824,0.0535,0.0835,0.0483,0.0449,0.031,0.0986,0.0679,0.0646,0.0405,0.0596,0.0405,0.035,0.0248
2,8,3,0.2553,0.2436,0.2564,0.2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734,0.2457,0.2493,0.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887,0.2489,0.2467,0.2157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.2481,0.2488,0.1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,22,8,0.0559,0.3017,0.0045,0.0238,0.0262,0.1619,0.0014,0.0118,0.0051,0.0313,0.0339,0.1941,0.0039,0.0191,0.1079,0.0175,0.1324,0.1355,0.0734,0.0587,0.0701,0.0671,0.0548,0.0407,0.0586,0.0561,0.0428,0.0407,0.0495,0.0468,0.0382,0.0346,0.1368,0.1198,0.0773,0.063,0.0772,0.0684,0.0498,0.0408,0.0769,0.0639,0.0437,0.038,0.0469,0.0421,0.0312,0.0242,0.145,0.1132,0.0814,0.0618,0.0781,0.0663,0.0457,0.0378,0.081,0.0618,0.0438,0.0347,0.0516,0.0432,0.0304,0.0242
3,14,8,0.2842,0.0338,0.0441,0.4494,0.013,0.0009,0.0164,0.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495,0.141,0.1514,0.125,0.0975,0.0795,0.0815,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1414,0.1527,0.1022,0.1121,0.0941,0.088,0.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514,0.1404,0.1462,0.0923,0.1241,0.0996,0.0794,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,4,0.0493,0.9507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1753,0.6617,0.0565,0.1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,0.4879,0.1151,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2659,0.3973,0.1602,0.1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,3,0.9158,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641,0.1798,0.179,0.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933,0.2054,0.2544,0.1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3327,0.2064,0.2741,0.1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.1147,0.1863,0.0804,0.107,0.0675,0.0827,0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2331,0.1209,0.1864,0.1024,0.111,0.0851,0.0944,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2274,0.1251,0.1756,0.1044,0.113,0.0928,0.0934,0.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,5,0.2541,0.2505,0.2377,0.2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704,0.2554,0.2493,0.2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.2544,0.2468,0.2128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096,0.2439,0.2469,0.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,8,0.213,0.2724,0.2962,0.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.2566,0.2713,0.2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2677,0.2397,0.2797,0.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.2266,0.28,0.2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,0.0,0.0,0.0,0.0438,0.0,0.0,0.0,0.9562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774,0.1094,0.1255,0.1102,0.0909,0.1347,0.1044,0.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332,0.1251,0.1286,0.1074,0.1336,0.1301,0.1194,0.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622,0.1294,0.1279,0.0964,0.1529,0.1187,0.1249,0.0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,5,0.842,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434,0.1116,0.0673,0.0513,0.0603,0.0545,0.0416,0.0346,0.0721,0.0607,0.0742,0.0616,0.0488,0.0389,0.0436,0.0355,0.1233,0.105,0.0685,0.0601,0.0634,0.0501,0.0473,0.0335,0.0819,0.0668,0.0793,0.0618,0.0454,0.0416,0.0382,0.0338,0.1269,0.1003,0.079,0.061,0.0672,0.0513,0.0462,0.0354,0.077,0.0663,0.071,0.0585,0.0512,0.0406,0.0361,0.032
4,12,3,0.0038,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.4959,0.0,0.0,0.0,0.4973,0.0,0.0,0.0,0.0816,0.0234,0.0409,0.0088,0.0794,0.0203,0.0365,0.0078,0.2161,0.0305,0.1027,0.0144,0.2017,0.0276,0.0948,0.0135,0.0969,0.0334,0.0695,0.0253,0.0895,0.0354,0.0605,0.024,0.1343,0.0394,0.095,0.0271,0.1231,0.0392,0.081,0.0264,0.1027,0.0468,0.0706,0.0345,0.0888,0.0468,0.0674,0.0335,0.114,0.0414,0.0766,0.0349,0.1005,0.039,0.0724,0.0301
2,5,3,0.0,0.0,0.4984,0.5016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598,0.0578,0.4623,0.4201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1209,0.0973,0.4208,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698,0.1333,0.386,0.3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,6,0.0,0.0,0.0,0.0,0.5004,0.4996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303,0.0695,0.1154,0.0674,0.0694,0.0542,0.0635,0.0506,0.0719,0.0467,0.0613,0.0439,0.0455,0.0359,0.0382,0.0363,0.1414,0.0773,0.1123,0.0696,0.0698,0.0512,0.0622,0.042,0.079,0.0454,0.0673,0.0418,0.0444,0.0316,0.0365,0.0282,0.1391,0.0788,0.1095,0.0686,0.0803,0.0508,0.0631,0.042,0.0812,0.0473,0.0681,0.0385,0.0468,0.026,0.037,0.0229
3,10,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066,0.1372,0.1301,0.1012,0.1262,0.0942,0.0967,0.1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.1395,0.1537,0.1095,0.1249,0.0934,0.0973,0.0794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994,0.1486,0.1593,0.1097,0.122,0.0841,0.1019,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,6,0.0003,0.0,0.1511,0.0,0.0,0.0,0.8481,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0942,0.0413,0.0984,0.0308,0.084,0.0347,0.1031,0.0323,0.0889,0.0369,0.0911,0.0303,0.0879,0.0355,0.082,0.0286,0.1238,0.0584,0.0901,0.0452,0.0829,0.0423,0.0636,0.0327,0.1017,0.053,0.0758,0.0375,0.0722,0.0382,0.0536,0.029,0.1267,0.0715,0.0864,0.0495,0.083,0.0444,0.0556,0.0359,0.1052,0.0608,0.0697,0.0398,0.0654,0.0358,0.0443,0.026
4,18,7,0.0055,0.0019,0.006,0.0021,0.0051,0.0012,0.0049,0.0009,0.0579,0.017,0.0547,0.018,0.3017,0.1113,0.3002,0.1116,0.0997,0.0902,0.0918,0.0857,0.0616,0.0599,0.0593,0.0587,0.0572,0.0528,0.0485,0.0482,0.0524,0.0459,0.0466,0.0415,0.1074,0.0944,0.0905,0.083,0.0774,0.0651,0.0634,0.0553,0.06,0.0482,0.048,0.0413,0.0486,0.0403,0.0419,0.0352,0.1096,0.0919,0.0896,0.071,0.085,0.0654,0.0666,0.0528,0.0619,0.0474,0.0529,0.0422,0.0505,0.04,0.0405,0.0327
3,13,5,0.0151,0.0204,0.071,0.3976,0.3478,0.0487,0.0544,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179,0.1104,0.1227,0.1596,0.1575,0.1063,0.1169,0.1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254,0.1187,0.127,0.1291,0.1305,0.1185,0.1289,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385,0.135,0.1244,0.1146,0.1294,0.1213,0.1277,0.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,4,0.4494,0.0603,0.2598,0.2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4161,0.1277,0.2502,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989,0.1783,0.2367,0.1861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.2143,0.2418,0.1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,0.7427,0.0,0.0,0.2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963,0.1553,0.1492,0.1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798,0.2116,0.2182,0.1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516,0.234,0.2331,0.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,2,0.4968,0.0,0.0,0.0,0.5032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645,0.0947,0.0964,0.0721,0.2374,0.0819,0.0836,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911,0.1318,0.1184,0.0956,0.1636,0.1026,0.1105,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689,0.1357,0.1325,0.1089,0.1385,0.1137,0.1107,0.0911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,7,0.8387,0.0,0.0046,0.1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114,0.1488,0.1108,0.103,0.1494,0.1179,0.0813,0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155,0.1509,0.1192,0.0936,0.1532,0.1119,0.0859,0.0698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2178,0.1545,0.1264,0.091,0.1526,0.104,0.086,0.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586,0.102,0.0631,0.0575,0.0775,0.0557,0.0353,0.0349,0.0782,0.0885,0.0465,0.0482,0.0427,0.0511,0.0284,0.0318,0.1296,0.0941,0.0751,0.057,0.0847,0.0523,0.0447,0.0364,0.0808,0.085,0.0502,0.0462,0.0509,0.0561,0.0325,0.0244,0.1412,0.0918,0.0742,0.0565,0.0855,0.0538,0.046,0.0339,0.0844,0.0829,0.0525,0.0431,0.0533,0.0479,0.0292,0.0238
2,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5914,0.1326,0.1627,0.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4209,0.2017,0.218,0.1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3471,0.231,0.2424,0.1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,4,0.0,0.5049,0.0,0.4742,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378,0.225,0.1114,0.1754,0.0793,0.1057,0.0728,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708,0.1596,0.1314,0.1319,0.1083,0.1021,0.0994,0.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1655,0.1413,0.1488,0.1272,0.1233,0.0944,0.1128,0.0867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,2,0.4949,0.5051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4904,0.4384,0.0387,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.393,0.0748,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4363,0.366,0.1065,0.0912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,6,0.0706,0.4377,0.0765,0.4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262,0.1096,0.0806,0.0754,0.0749,0.0665,0.0451,0.0446,0.0678,0.0584,0.0564,0.0506,0.0343,0.0389,0.035,0.0357,0.1317,0.111,0.0786,0.0668,0.0888,0.0729,0.0475,0.0405,0.0634,0.0574,0.057,0.0445,0.043,0.0376,0.0335,0.0258,0.1284,0.1073,0.0802,0.0606,0.087,0.0738,0.0591,0.0408,0.067,0.0544,0.0529,0.0473,0.0424,0.0358,0.032,0.031
3,11,3,0.1936,0.6759,0.0312,0.0993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253,0.5347,0.0533,0.1131,0.0204,0.0416,0.0034,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472,0.4235,0.0712,0.1292,0.0363,0.0625,0.0116,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432,0.3455,0.0887,0.1288,0.0584,0.087,0.0181,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
